"","Item","Team 10101Edutronic","Team 10102Ecotech Team 1202","Team 10103BeSmart","Team 10104Sonix","Team 10105TechTastic","Team 10106EduConnected","Team 10107Green Connection","Team 10108Team 1208","Team 10109FirstFuture","Team 10110 MD","Team 10111GeishaTech","Team 10112IGL","Team 10113Suture to Future","Team 10114BuzzNet","Team 10115Circle","Team 10116Happy Laps","Team 10117Green Wire","Team 10118YGTech","Team 10119Terra","Team 10120GreenTech","Team 10121PBS Laptops"
"195","Promotiebudget tv-reclame detailhandel","70.000","0","0","0","0","250.000","90.000","60.000","0","130.000","70.000","250.000","0","90.000","70.000","100.000","0","50.000","0","70.000","0"
"196","Promotiebudget social media detailhandel","50.000","0","0","0","0","190.000","70.000","30.000","0","130.000","70.000","250.000","0","50.000","50.000","150.000","0","100.000","0","70.000","0"
"197","Promotiebudget beursdeelnames detailhandel","50.000","0","0","0","0","50.000","50.000","0","0","30.000","50.000","50.000","0","20.000","30.000","0","0","0","0","40.000","0"
"198","Promotiebudget producttrainingen detailhandel","50.000","0","0","0","0","50.000","50.000","0","0","60.000","50.000","230.000","0","40.000","50.000","0","0","50.000","0","40.000","0"
"199","Promotiebudget advertenties groothandel","0","0","0","0","0","150.000","0","0","0","50.000","0","110.000","0","40.000","60.000","100.000","0","40.000","0","40.000","0"
"200","Promotiebudget tv-reclame groothandel","0","0","0","0","0","70.000","0","0","0","90.000","0","0","0","60.000","60.000","0","0","0","0","50.000","0"
"201","Promotiebudget social media groothandel","0","0","0","0","0","70.000","0","0","0","80.000","0","50.000","0","20.000","30.000","0","0","0","0","40.000","0"
"202","Promotiebudget beursdeelnames groothandel","0","0","0","0","0","190.000","0","0","0","80.000","0","200.000","0","70.000","50.000","150.000","0","100.000","0","60.000","0"
"203","Promotiebudget producttrainingen groothandel","0","0","0","0","0","190.000","0","0","0","50.000","0","150.000","0","40.000","50.000","150.000","0","90.000","0","60.000","0"
"204","Promotiebudget advertenties verkoopkantoor","60.000","0","0","0","0","190.000","110.000","0","0","0","70.000","50.000","0","60.000","0","0","0","40.000","0","0","0"
"205","Promotiebudget tv-reclame verkoopkantoor","20.000","0","0","0","0","250.000","130.000","0","0","0","70.000","180.000","0","60.000","0","0","0","40.000","0","0","0"
"206","Promotiebudget social media verkoopkantoor","10.000","0","0","0","0","190.000","130.000","0","0","0","60.000","160.000","0","40.000","0","0","0","20.000","0","0","0"
"207","Promotiebudget beursdeelnames verkoopkantoor","90.000","0","0","0","0","50.000","20.000","0","0","0","50.000","20.000","0","50.000","0","0","0","0","0","0","0"
"208","Promotiebudget producttrainingen verkoopkantoor","90.000","0","0","0","0","50.000","60.000","0","0","0","50.000","160.000","0","40.000","0","0","0","50.000","0","0","0"
"209","Promotiebudget advertenties detailhandel","120.000","0","0","40.000","0","0","0","0","0","180.000","0","0","0","60.000","50.000","100.000","0","0","40.000","0","0"
"210","Promotiebudget tv-reclame detailhandel","110.000","0","0","40.000","0","0","0","0","0","70.000","0","0","0","70.000","80.000","150.000","0","0","70.000","0","0"
"211","Promotiebudget social media detailhandel","80.000","0","0","40.000","0","0","0","0","0","70.000","0","0","0","50.000","70.000","250.000","0","0","70.000","0","0"
"212","Promotiebudget beursdeelnames detailhandel","80.000","0","0","30.000","0","0","0","0","0","50.000","0","0","0","30.000","40.000","0","0","0","0","0","0"
"213","Promotiebudget producttrainingen detailhandel","110.000","0","0","30.000","0","0","0","0","0","200.000","0","0","0","40.000","40.000","0","0","0","20.000","0","0"
"214","Promotiebudget advertenties groothandel","100.000","0","0","30.000","0","0","0","0","10.000","150.000","0","0","0","50.000","60.000","100.000","0","0","40.000","0","0"
"215","Promotiebudget tv-reclame groothandel","100.000","0","0","40.000","0","0","0","0","10.000","70.000","0","0","0","60.000","40.000","0","0","0","0","0","0"
"216","Promotiebudget social media groothandel","130.000","0","0","30.000","0","0","0","0","10.000","70.000","0","0","0","30.000","50.000","0","0","0","0","0","0"
"217","Promotiebudget beursdeelnames groothandel","130.000","0","0","30.000","0","0","0","0","10.000","130.000","0","0","0","60.000","60.000","250.000","0","0","100.000","0","0"
"218","Promotiebudget producttrainingen groothandel","90.000","0","0","40.000","0","0","0","0","10.000","150.000","0","0","0","50.000","40.000","150.000","0","0","60.000","0","0"
"219","Promotiebudget advertenties verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","50.000","0","0","0","0","0","0","0"
"220","Promotiebudget tv-reclame verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","70.000","0","0","0","0","0","0","0"
"221","Promotiebudget social media verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","40.000","0","0","0","0","0","0","0"
"222","Promotiebudget beursdeelnames verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","50.000","0","0","0","0","0","0","0"
"223","Promotiebudget producttrainingen verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","40.000","0","0","0","0","0","0","0"
"224","Promotiebudget advertenties detailhandel","120.000","0","70.000","60.000","0","150.000","50.000","50.000","0","100.000","60.000","80.000","0","60.000","70.000","0","0","130.000","70.000","70.000","0"
"225","Promotiebudget tv-reclame detailhandel","120.000","0","60.000","80.000","0","190.000","70.000","40.000","0","250.000","50.000","150.000","0","50.000","90.000","0","0","100.000","80.000","70.000","0"
"226","Promotiebudget social media detailhandel","100.000","0","70.000","60.000","90.000","150.000","50.000","50.000","0","250.000","50.000","200.000","0","50.000","60.000","0","0","110.000","60.000","70.000","0"
"227","Promotiebudget beursdeelnames detailhandel","70.000","0","80.000","50.000","0","70.000","20.000","0","0","100.000","70.000","40.000","0","50.000","50.000","0","0","0","0","40.000","0"
"228","Promotiebudget producttrainingen detailhandel","70.000","0","60.000","60.000","90.000","70.000","50.000","0","0","100.000","70.000","180.000","0","40.000","60.000","0","0","30.000","0","50.000","0"
"229","Promotiebudget advertenties groothandel","80.000","0","60.000","80.000","0","130.000","110.000","30.000","0","100.000","50.000","140.000","0","50.000","70.000","0","0","90.000","0","50.000","0"
"230","Promotiebudget tv-reclame groothandel","80.000","0","60.000","60.000","0","70.000","40.000","30.000","0","210.000","50.000","0","0","50.000","70.000","0","0","0","0","40.000","0"
"231","Promotiebudget social media groothandel","110.000","0","60.000","60.000","50.000","70.000","60.000","40.000","0","210.000","60.000","40.000","0","50.000","60.000","0","0","0","0","30.000","0"
"232","Promotiebudget beursdeelnames groothandel","110.000","0","80.000","50.000","50.000","190.000","70.000","0","0","190.000","70.000","230.000","0","50.000","50.000","0","0","120.000","0","70.000","0"
"233","Promotiebudget producttrainingen groothandel","70.000","0","60.000","80.000","50.000","190.000","50.000","0","0","100.000","70.000","150.000","0","50.000","70.000","0","0","90.000","0","70.000","0"
"234","Promotiebudget advertenties verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","Promotiebudget tv-reclame verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","Promotiebudget social media verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Promotiebudget beursdeelnames verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Promotiebudget producttrainingen verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","Promotiebudget advertenties detailhandel","130.000","0","60.000","0","0","150.000","50.000","0","0","0","70.000","80.000","0","60.000","80.000","0","0","50.000","0","60.000","0"
"240","Promotiebudget tv-reclame detailhandel","120.000","0","60.000","0","0","190.000","50.000","0","0","0","70.000","150.000","0","80.000","90.000","0","0","70.000","0","80.000","0"
"241","Promotiebudget social media detailhandel","50.000","0","60.000","0","80.000","150.000","50.000","0","0","0","60.000","200.000","0","50.000","70.000","0","0","80.000","0","60.000","0"
"242","Promotiebudget beursdeelnames detailhandel","30.000","0","60.000","0","0","70.000","0","0","0","0","50.000","40.000","0","20.000","60.000","0","0","20.000","0","50.000","0"
"243","Promotiebudget producttrainingen detailhandel","90.000","0","60.000","0","80.000","70.000","50.000","0","0","0","50.000","180.000","0","40.000","60.000","0","0","20.000","0","50.000","0"
"244","Promotiebudget advertenties groothandel","0","0","50.000","0","0","130.000","100.000","0","0","0","20.000","140.000","0","60.000","70.000","0","0","40.000","0","70.000","0"
"245","Promotiebudget tv-reclame groothandel","0","0","50.000","0","0","70.000","100.000","0","0","0","20.000","0","0","60.000","70.000","0","0","0","0","40.000","0"
"246","Promotiebudget social media groothandel","0","0","50.000","0","70.000","100.000","60.000","0","0","0","20.000","40.000","0","20.000","50.000","0","0","0","0","40.000","0"
"247","Promotiebudget beursdeelnames groothandel","0","0","50.000","0","0","150.000","50.000","0","0","0","20.000","230.000","0","70.000","70.000","0","0","80.000","0","70.000","0"
"248","Promotiebudget producttrainingen groothandel","0","0","50.000","0","50.000","150.000","40.000","0","0","0","20.000","150.000","0","40.000","60.000","0","0","60.000","0","70.000","0"
"249","Promotiebudget advertenties verkoopkantoor","80.000","0","0","0","0","150.000","0","0","0","150.000","70.000","50.000","0","60.000","0","0","0","40.000","0","0","0"
"250","Promotiebudget tv-reclame verkoopkantoor","80.000","0","0","0","0","190.000","0","0","0","250.000","70.000","180.000","0","60.000","0","0","0","40.000","0","0","0"
"251","Promotiebudget social media verkoopkantoor","80.000","0","0","0","0","150.000","0","0","0","250.000","60.000","140.000","0","40.000","0","0","0","0","0","0","0"
